"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD"
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2018-12-02",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2018-12-03",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2018-12-04",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2018-12-05",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2018-12-06",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2018-12-07",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2018-12-08",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2018-12-09",,,"0.17",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2018-12-10",,,"0.87",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2018-12-11",,,"0.61",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2018-12-12",,,"1.72",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2018-12-13",,,"2.20",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2018-12-14",,,"1.52",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2018-12-15",,,"0.03",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-01-02","   18","4.48",,,"0.0"
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-01-03",,,"0.92",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-01-04",,,"1.93",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-01-05",,,"0.05",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-01-06",,,"0.43",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-01-07",,,"0.01",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-01-08",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-01-09",,,"0.30",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-01-10",,,"0.23",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-01-11",,,"0.01",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-01-12",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-01-13",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-01-14",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-01-15",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-01-16",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-01-17",,,"0.09",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-01-18",,,"0.55",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-01-19",,,"0.34",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-01-20",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-01-21",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-01-22",,,"0.01",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-01-23",,,"1.14",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-01-24",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-01-25",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-02","    8","0.92",,,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-03",,,"0.01","0.0","0.0"
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-04",,,"0.03","0.2","0.2"
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-05",,,"0.00","0.0","0.0"
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-06",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-07",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-08",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-09",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-10",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-11",,,"0.24","3.8","4.0"
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-12",,,"0.28","3.5","6.0"
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-13",,,"0.24","3.0","7.5"
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-14",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-15",,,"0.45","2.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-16",,,"0.38",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-17",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-18",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-19",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-20",,,"0.21","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-21",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-22",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-23",,,"0.27","1.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-24",,,"0.06","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-25",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-26",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-27",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-02-28",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-01",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-02",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-03",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-04",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-05",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-06",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-08","    2","0.18",,,"0.4"
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-09",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-10",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-11",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-12",,,"0.58","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-13",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-14",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-15",,,"0.13",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-16",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-17",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-18",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-19",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-20",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-21",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-22",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-23",,,"0.03",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-24",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-25",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-26",,,"0.36",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-27",,,"0.02",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-28",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-29",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-30",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-03-31",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-01",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-02",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-03",,,"0.60",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-04",,,"0.21",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-05",,,"0.12",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-06",,,"0.17",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-07",,,"0.30",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-08",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-09",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-10",,,"0.01",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-11",,,"0.25",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-12",,,"0.42",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-13",,,"0.31",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-14",,,"0.09",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-15",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-16",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-17",,,"0.03",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-18",,,"0.70",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-19",,,"0.58",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-20",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-21",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-22",,,"0.14",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-23",,,"0.40",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-24",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-25",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-26",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-27",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-28",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-29",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-04-30",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-01",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-02",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-03",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-04",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-05",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-06",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-07",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-08",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-09",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-10",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-11",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-12",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-13",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-14",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-15",,,"0.48",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-16",,,"0.08",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-17",,,"0.10",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-18",,,"0.05",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-19",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-20",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-21",,,"0.39",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-22",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-23",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-24",,,"0.02",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-25",,,"0.15",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-26",,,"0.28",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-27",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-28",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-29",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-30",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-05-31",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-06-01",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-06-02",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-06-03",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-06-04",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-06-05",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-06-06",,,"0.02",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-06-07",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-06-08",,,"0.15",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-06-09",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-06-10",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-06-11",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-06-12",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-06-13",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-06-14",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-06-30","   16","0.72",,,"0.0"
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-01",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-02",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-03",,,"0.07",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-04",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-05",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-06",,,"0.03",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-07",,,"0.03",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-08",,,"0.03",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-09",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-10",,,"0.53",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-11",,,"0.03",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-12",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-13",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-14",,,"0.01",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-15",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-16",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-17",,,"0.25",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-18",,,"0.12",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-19",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-20",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-21",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-22",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-23",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-24",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-25",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-26",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-27",,,"0.14",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-28",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-29",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-30",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-07-31",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-01",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-02",,,"0.22",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-03",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-04",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-05",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-06",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-07",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-08",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-09",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-13","    4","0.12",,,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-14",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-15",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-16",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-17",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-18",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-19",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-20",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-21",,,"0.26",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-22",,,"0.33",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-23",,,"0.02",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-24",,,"0.01",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-25",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-26",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-27",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-28",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-29",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-30",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-08-31",,,"0.01",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-09-01",,,"0.02",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-09-02",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-09-03",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-09-04",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-09-05",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-09-06",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-09-11","    5","0.33",,,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-09-12",,,"0.03",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-09-13",,,"0.86",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-09-14",,,"0.34",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-09-15",,,"0.40",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-09-16",,,"0.02",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-09-17",,,"0.18",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-09-18",,,"0.80",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-09-19",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-09-20",,,"0.08",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-09-21",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-09-22",,,"0.62",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-09-23",,,"1.14",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-09-24",,,"0.42",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-09-25",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-09-26",,,"0.33",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-09-27",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-09-28",,,"0.05",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-09-29",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-09-30",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-01",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-02",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-03",,,"0.05",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-04",,,"0.03",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-05",,,"0.05",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-06",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-07",,,"0.59",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-08",,,"0.07",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-09",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-10",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-14","    4","0.04",,,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-15",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-16",,,"0.44",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-17",,,"0.42",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-18",,,"0.50",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-19",,,"0.19",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-20",,,"0.22",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-21",,,"0.52",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-22",,,"1.60",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-23",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-24",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-25",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-26",,,"0.19",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-27",,,"0.00",,
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-28",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-29",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-30",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-10-31",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-01",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-02",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-03",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-04",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-05",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-06",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-07",,,"0.00","0.0",
"CA1BC000039","VANCOUVER 3.4 SSW, BC CA","2019-11-08",,,"0.00","0.0",
